gender,age,salary,purchase_iphone
Female,21,24005,0
Female,23,54869,1
Female,41,50875,0
Female,63,76273,1
Female,30,22035,0
Male,31,86121,0
Female,30,51402,0
Female,36,35437,0
Female,57,45701,0
Female,44,140477,1
Male,43,28274,1
Male,44,27944,0
Male,43,80085,0
Female,64,35988,0
Male,39,46143,1
Female,20,62021,0
Female,41,64626,1
Male,18,31405,0
Female,44,146391,0
Male,42,67894,0
Female,45,32652,1
Female,30,70002,0
Female,30,63526,1
Female,19,103943,1
Female,20,70376,1
Male,21,54837,1
Male,56,65592,1
Female,57,26862,1
Female,35,60131,1
Male,19,129417,1
Female,63,146556,1
Female,34,140890,1
Female,26,142797,1
Male,37,128990,1
Male,56,52101,1
Female,47,68579,0
Male,50,47012,1
Male,33,74595,1
Male,48,93579,1
Male,45,136948,1
Male,34,103017,1
Male,44,86486,0
Female,29,51846,1
Female,57,137969,1
Male,36,59656,1
Female,41,54449,0
Male,46,53581,1
Male,27,58027,0
Male,38,29644,0
Male,50,90134,1
Male,59,81956,0
Male,18,83378,0
Male,46,140999,1
Female,32,36775,1
Male,22,69939,0
Male,46,100191,1
Male,24,104702,0
Female,31,26059,0
Male,20,47885,0
Male,56,117124,1
Male,18,128476,1
Female,29,102547,1
Male,20,125389,1
Female,22,74649,1
Female,60,93257,1
Male,59,42605,1
Female,44,58282,0
Female,21,62091,0
Female,44,75734,1
Female,59,46997,1
Female,31,144618,1
Male,45,36031,0
Female,54,136865,1
Male,26,23094,1
Male,59,126855,0
Male,54,102702,0
Male,27,66755,1
Male,22,35409,0
Male,37,37750,0
Male,48,62375,1
Female,23,139668,0
Male,58,124149,1
Female,57,132082,1
Female,29,95261,1
Female,51,41660,1
Male,27,53532,0
Male,20,136999,1
Male,60,131015,1
Female,56,80883,1
Female,59,76209,1
Male,45,72164,0
Female,50,78605,1
Male,57,85309,1
Female,57,123382,1
Male,48,73623,1
Male,40,77589,1
Female,50,88017,1
Male,58,38224,1
Female,64,88190,1
Female,59,145782,1
Male,22,101644,0
Male,30,38401,0
Female,36,146538,0
Male,61,124484,1
Male,22,130337,1
Female,28,63596,0
Female,47,39968,1
Female,31,98729,1
Male,38,69943,1
Male,43,42282,0
Female,61,64118,0
Male,34,36233,0
Male,58,133647,1
Female,53,89497,1
Male,34,91365,0
Female,41,55851,1
Female,54,40312,1
Male,46,51302,1
Male,36,128606,1
Female,58,147759,0
Female,64,21384,0
Male,27,59288,0
Female,44,88347,1
Male,26,85164,1
Male,19,28279,1
Female,37,35091,0
Male,44,97642,1
Male,31,69153,0
Female,28,38811,1
Male,63,40720,1
Male,58,40115,0
Female,43,127524,1
Male,21,105684,0
Female,56,105770,1
Female,33,42789,0
Male,21,90818,1
Male,33,42018,1
Male,18,101449,0
Male,27,75306,1
Female,57,44040,1
Male,37,103196,1
Female,63,91719,1
Female,47,31698,0
Female,29,50765,0
Female,32,105562,1
Female,62,144731,1
Male,35,104494,1
Female,61,124493,0
Female,36,105298,0
Male,23,136499,1
Male,34,139731,1
Male,28,118949,0
Male,42,64214,0
Female,58,141956,1
Female,48,131212,1
Male,19,78456,0
Male,54,137117,1
Male,43,102758,1
Male,27,25464,1
Male,57,142909,1
Male,62,24916,1
Male,62,105500,1
Male,20,29769,0
Female,30,128309,0
Male,63,144924,1
Male,31,47778,1
Male,58,32614,0
Female,48,34241,1
Male,36,62980,1
Female,19,67143,1
Female,21,114966,0
Female,56,87175,1
Female,57,118884,1
Female,19,78356,0
Male,40,82615,0
Male,63,134165,1
Female,28,78304,1
Male,36,121050,0
Male,18,66737,0
Female,62,125584,1
Female,55,66656,0
Female,54,144864,1
Male,62,51496,1
Male,58,121657,1
Male,58,63963,1
Female,43,138045,0
Male,45,137600,1
Female,31,60883,1
Male,42,137014,1
Female,26,90820,0
Male,40,97378,1
Male,46,107932,1
Female,28,81856,1
Female,55,51430,1
Female,59,137165,1
Male,35,60669,0
Male,64,41595,0
Female,56,89593,1
Male,38,146427,1
Male,28,147291,1
Male,42,40936,0
Female,64,60131,1
Male,24,104771,0
Female,31,137181,1
Male,18,73450,0
Female,62,50307,1
Female,47,24048,1
Female,18,118267,1
Female,62,96382,1
Female,32,108692,0
Male,61,44940,0
Female,45,62177,1
Male,44,52921,0
Male,34,132487,1
Female,19,102620,0
Male,59,64148,0
Female,49,140188,0
Male,34,92369,1
Male,51,66790,1
Female,52,48017,0
Male,58,125033,1
Female,44,118419,0
Male,61,45241,1
Male,64,101628,1
Male,34,57110,0
Male,18,31004,0
Female,58,112671,1
Female,24,50566,0
Female,51,49843,0
Female,47,48938,1
Male,58,46469,1
Male,27,67435,0
Female,47,59730,0
Male,48,67647,0
Male,35,113450,1
Female,45,110124,1
Male,64,125865,1
Male,59,60710,1
Female,45,102855,1
Female,27,142880,1
Female,21,32327,0
Female,26,90703,0
Male,60,22654,1
Male,59,59553,1
Male,55,39858,0
Male,46,66559,0
Male,43,124916,1
Male,60,139330,1
Female,30,85960,0
Male,46,109129,0
Male,34,76074,1
Male,48,85778,1
Female,47,139830,1
Female,33,86446,1
Male,28,131351,1
Female,60,60054,0
Female,45,76045,0
Male,29,104648,1
Male,19,101061,1
Female,24,88078,0
Male,20,49115,0
Male,39,33531,0
Female,39,83348,0
Male,36,78191,1
Female,53,28060,0
Female,40,129642,1
Female,50,56761,0
Female,31,106944,1
Male,39,46356,1
Female,26,98017,0
Male,20,73431,0
Female,52,96391,1
Female,24,21964,1
Female,56,121549,1
Female,57,40424,0
Male,31,26323,0
Female,58,121115,1
Male,20,76406,0
Male,41,135434,0
Female,53,114228,1
Female,29,76434,1
Male,45,95380,1
Male,49,95534,1
Male,44,96558,0
Female,46,29960,1
Female,56,98740,0
Male,48,122060,1
Male,23,105626,1
Male,58,23185,1
Male,61,108885,1
Male,31,135123,1
Female,19,57253,0
Male,46,117298,1
Male,41,122602,1
Male,64,120679,1
Female,47,108908,0
Female,21,115156,1
Male,18,136930,0
Male,42,61921,1
Male,49,100966,1
Female,54,116539,1
Male,27,147812,0
Female,59,42649,0
Female,48,71709,0
Female,35,123992,0
Female,36,57837,1
Female,56,116270,0
Male,56,130283,1
Female,33,70521,1
Female,56,122264,0
Female,36,111400,1
Female,35,76527,1
Male,36,130363,1
Male,35,132716,0
Female,40,91215,1
Female,42,47420,0
Male,37,100697,1
Female,47,113993,1
Female,55,119602,1
Female,47,92002,1
Female,22,51672,0
Female,51,63223,1
Male,30,49028,1
Male,62,59134,1
Female,43,123338,1
Male,33,26995,0
Female,41,134707,1
Female,23,41617,0
Male,40,57921,0
Male,24,25551,0
Female,55,95491,1
Female,45,33878,0
Male,34,131741,1
Male,29,70721,1
Male,20,94206,1
Female,49,145302,1
Male,56,105015,1
Male,63,146886,1
Female,54,51717,0
Female,29,79915,0
Female,33,115615,1
Male,34,144510,1
Male,21,54953,0
Female,21,34395,1
Male,30,109871,0
Female,59,34967,1
Female,34,72274,1
Female,42,43245,0
Male,61,138088,1
Male,20,41722,0
Male,22,143568,1
Female,26,123165,1
Male,42,131545,1
Male,46,65685,1
Male,48,36303,0
Male,39,50202,0
Male,63,80312,1
Male,46,135277,1
Female,44,53492,1
Female,54,131193,1
Male,34,85507,1
Female,48,36114,1
Male,58,138464,1
Male,53,83731,0
Male,34,120089,1
Female,45,55428,0
Male,24,72287,1
Male,21,130244,0
Female,27,105011,1
Female,50,39518,1
Female,29,68348,0
Female,31,57436,0
Male,29,89524,0
Male,30,99878,1
Male,56,116943,1
Female,29,48155,1
Male,55,61525,1
Male,62,117188,1
Male,51,127403,1
Female,58,134462,0
Male,18,74826,0
Female,26,135446,1
Male,29,94960,0
Female,20,42578,0
Male,40,89284,0
Male,25,67905,0
Female,63,134932,1
Male,36,135550,1
Female,46,88431,1
Male,19,53070,0
Male,57,45056,1
Female,34,93942,0
Male,19,33794,0
Male,34,23468,0
Female,51,52393,0
Male,40,135120,1
Male,20,56934,1
Female,55,86785,0
Male,25,37080,0
Male,52,98719,1
Male,27,108807,0
Female,28,145431,0
Female,62,76263,1
Male,43,144527,1
Female,39,73671,1
Female,63,78242,0
Female,43,132250,1
Female,51,40368,0
Female,33,135247,1
Male,41,35440,0
Male,38,77909,1
Male,32,39422,0
Female,47,104146,1
Male,20,134606,0
Female,61,102869,1
Male,57,34323,1
Male,45,52168,0
Female,25,61180,0
Male,25,29058,0
Female,23,82284,0
Male,46,37392,0
Female,44,96823,1
Male,23,118196,1
Female,57,112223,1
Female,30,93052,0
Female,53,60956,0
Female,37,25208,1
Male,30,88317,0
Female,18,142285,1
Male,38,94111,1
Female,36,136280,0
Female,21,122354,1
Male,56,135349,1
Male,51,71991,0
Female,24,89429,1
Male,44,65323,0
Male,61,47691,0
Female,51,33608,0
Female,35,124033,1
Male,44,135290,1
Female,53,97936,1
Female,54,40762,1
Female,57,100754,1
Female,62,81168,1
Female,36,67412,1
Female,59,63354,1
Female,42,79350,1
Female,27,78250,0
Male,23,128843,0
Female,56,131008,1
Female,31,77045,0
Male,19,27368,0
Female,37,141777,1
Female,52,102413,0
Female,42,81999,1
Female,46,145393,1
Male,51,51201,1
Female,50,73695,0
Male,30,147565,1
Female,46,121725,1
Female,62,90636,1
Male,28,68692,1
Male,37,88336,1
Female,62,66154,0
Female,58,41649,1
Male,50,138215,1
Male,21,103738,0
Male,40,95843,0
Male,62,75075,1
Male,37,114294,0
Male,37,73259,0
Male,60,25020,1
Female,53,95471,1
Male,54,47173,1
Male,27,41698,0
Male,19,34270,1
Female,47,101497,1
Male,59,22787,0
Female,27,114926,1
Female,28,25461,0
Male,55,29410,1
Female,57,71698,1
Male,43,97520,0
Male,46,28304,0
Male,32,26914,1
Male,38,21957,0
Female,37,75987,0
Female,22,52991,0
Male,44,61671,1
Female,19,125058,0
Male,29,43422,0
Male,18,136795,1
Female,25,65061,0
Female,39,73997,0
Male,45,129392,0
Male,42,46210,0
Female,33,78241,1
Male,39,126646,1
Male,23,46878,0
Male,53,79255,1
Male,28,69373,1
Female,42,103639,0
Male,37,145791,1
Male,32,133660,1
Male,63,55328,1
Female,55,69383,1
Female,56,88022,1
Male,61,88393,1
Female,42,24913,0
Male,37,23116,0
Male,62,44355,0
Male,38,45832,0
Male,22,94811,0
Female,30,29789,0
Male,32,58973,1
Female,36,67798,1
Female,58,136854,1
Male,35,44270,1
Female,44,24461,0
Female,33,132130,1
Male,29,59354,1
Male,63,109940,1
Male,56,42385,1
Female,27,71054,0
Female,58,104815,0
Male,54,86409,0
Female,45,108985,1
Female,18,35813,0
Female,20,135852,0
Male,33,110419,1
Female,31,123008,0
Male,44,112202,0
Male,35,90267,1
Female,46,143074,1
Female,50,28267,0
Male,45,109377,1
Male,49,121016,1
Female,29,92768,1
Male,52,55265,1
Male,28,68050,1
Male,30,104578,1
Male,61,113814,1
Female,33,113637,1
Female,26,143812,1
Female,26,137107,0
Male,39,103646,0
Female,28,109889,0
Female,43,130093,1
Female,18,68398,0
Male,21,138565,1
Male,25,113113,1
Male,28,63679,0
Female,36,43182,0
Male,18,82558,0
Female,23,119098,0
Female,24,105705,1
Female,49,46028,0
Female,18,68243,0
Female,58,101543,0
Female,59,53392,1
Male,19,122657,1
Male,36,69369,1
Male,24,123991,0
Female,57,63967,1
Female,38,51326,1
Female,34,52525,1
Male,54,126372,1
Female,21,145004,1
Female,49,116932,1
Female,56,97318,1
Male,62,50968,1
Female,58,73760,1
Male,46,83986,1
Female,18,25347,0
Female,27,58277,1
Male,50,114313,1
Female,22,78650,1
Male,64,42706,1
Male,46,126553,1
Female,54,46763,1
Female,51,81505,1
Male,43,147217,1
Male,21,115884,0
Female,54,96008,1
Female,48,107198,1
Female,39,90671,0
Male,30,50311,0
Female,62,32318,1
Female,53,97272,0
Female,51,52638,0
Female,34,36125,1
Male,53,119433,1
Female,59,33597,1
Female,63,85280,1
Female,32,92089,0
Male,50,140327,1
Male,44,110212,1
Female,26,134327,1
Male,58,147028,1
Male,47,129967,1
Male,30,94947,1
Male,26,70087,0
Male,43,52201,1
Male,18,113153,0
Male,47,60462,1
Male,45,140233,0
Male,54,36185,0
Female,28,69251,0
Female,61,22676,0
Male,33,70041,0
Female,64,85242,1
Female,24,67777,0
Male,20,142438,0
Male,34,67595,1
Female,19,131009,0
Female,25,124851,1
Male,22,126098,1
Male,53,143191,1
Female,27,98261,0
Female,46,22958,1
Male,49,86918,1
Male,20,30928,0
Female,48,41896,0
Female,43,51192,0
Male,41,64308,0
Female,26,98380,0
Male,28,128521,1
Female,39,96784,1
Female,38,21934,0
Female,39,50853,1
Female,56,27098,0
Male,35,71538,1
Female,40,95724,1
Male,62,25621,0
Male,30,122638,1
Male,41,124946,1
Male,27,110453,1
Female,41,87853,0
Male,40,135557,1
Female,39,29073,0
Female,48,87175,1
Male,33,66925,1
Male,18,137642,0
Female,43,79544,1
Female,28,98062,1
Female,64,61585,1
Female,22,141896,1
Male,55,44578,1
Female,47,67939,0
Female,64,134960,0
Female,38,138997,1
Female,52,24174,0
Female,33,113476,1
Male,43,79859,1
Female,50,106096,1
Male,64,28594,0
Male,23,30776,0
Female,64,39063,1
Female,52,105361,0
Female,19,48966,0
Male,59,84893,1
Female,29,28679,0
Male,23,103241,0
Female,56,73520,1
Female,18,24523,0
Female,21,75562,0
Female,28,33398,1
Male,27,90550,0
Male,40,127844,1
Female,52,110298,1
Male,60,99998,1
Male,57,54944,0
Female,20,122860,0
Female,53,57622,1
Female,26,54300,1
Female,24,107049,0
Female,27,103581,1
Male,19,103021,1
Male,52,86928,1
Male,34,144324,1
Male,29,135292,0
Male,51,24956,1
Male,46,133850,1
Female,42,81456,1
Male,24,107661,0
Male,59,140904,1
Female,21,51049,0
Female,42,145006,1
Male,19,54170,1
Female,33,51477,0
Female,45,105391,1
Female,31,95798,0
Female,35,146227,1
Female,36,32741,0
Female,33,42330,0
Female,31,97070,1
Male,41,27204,0
Female,29,78141,0
Female,61,24351,0
Male,18,38632,0
Male,50,117621,1
Male,47,110641,1
Female,39,105319,0
Female,39,138456,1
Male,30,124973,1
Male,20,38822,0
Male,54,77576,0
Male,21,138329,1
Male,25,146607,1
Male,51,77311,1
Male,61,91986,1
Male,51,67493,0
Male,40,49348,0
Male,64,30638,1
Male,18,55837,0
Male,30,87833,1
Female,35,22538,0
Male,59,80622,1
Female,62,74938,0
Female,43,76457,1
Female,42,40972,0
Female,44,126499,1
Male,33,100819,1
Female,62,101222,1
Male,30,108106,1
Male,63,27639,1
Female,61,105851,1
Female,47,96871,1
Female,50,66023,0
Female,33,129283,1
Female,40,114495,1
Female,57,107605,1
Female,22,103581,0
Male,57,121471,1
Female,64,66733,1
Female,54,50146,0
Male,51,68872,1
Male,41,52429,0
Male,60,81482,1
Male,38,71122,1
Female,25,74892,1
Female,42,34624,0
Female,46,107950,1
Female,36,79634,0
Female,58,83846,0
Male,51,40795,1
Male,41,85214,1
Male,57,69748,1
Female,34,23478,0
Male,54,55185,1
Male,37,115283,1
Female,34,52847,1
Female,23,89985,0
Male,30,37966,0
Female,57,123524,1
Male,63,79153,1
Male,63,119859,1
Female,45,106109,1
Female,40,52427,1
Male,57,46264,0
Female,22,108391,1
Male,23,120245,1
Female,51,75507,1
Male,24,98846,0
Female,62,131195,1
Female,29,137850,1
Female,49,38881,0
Male,60,51613,0
Female,52,26469,0
Female,53,64423,0
Female,25,32953,0
Male,54,128298,1
Female,23,132319,0
Female,21,129152,0
Female,48,134264,1
Female,55,39528,0
Male,58,40224,1
Male,51,21939,1
Female,51,55535,1
Female,34,108175,0
Female,50,137253,1
